BenefitName,BusinessYear,CoinsInnTier1,CoinsInnTier2,CoinsOutofNet,CopayInnTier1,CopayInnTier2,CopayOutofNet,EHBVarReason,Exclusions,Explanation,ImportDate,IsCovered,IsEHB,IsExclFromInnMOOP,IsExclFromOonMOOP,IsStateMandate,IsSubjToDedTier1,IsSubjToDedTier2,IssuerId,IssuerId2,LimitQty,LimitUnit,MinimumStay,PlanId,QuantLimitOnSvc,RowNumber,SourceName,StandardComponentId,StateCode,StateCode2,VersionNum
Rehabilitative Occupational and Rehabilitative Physical Therapy,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,106,HIOS,73836AK0650002,AK,AK,6
Well Baby Visits and Care,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,107,HIOS,73836AK0650002,AK,AK,6
Laboratory Outpatient and Professional Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,108,HIOS,73836AK0650002,AK,AK,6
X-rays and Diagnostic Imaging,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,109,HIOS,73836AK0650002,AK,AK,6
Basic Dental Care - Child,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,110,HIOS,73836AK0650002,AK,AK,6
Orthodontia - Child,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,111,HIOS,73836AK0650002,AK,AK,6
Major Dental Care - Child,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,112,HIOS,73836AK0650002,AK,AK,6
Basic Dental Care - Adult,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,113,HIOS,73836AK0650002,AK,AK,6
Orthodontia - Adult,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,114,HIOS,73836AK0650002,AK,AK,6
Major Dental Care - Adult,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,115,HIOS,73836AK0650002,AK,AK,6
Abortion for Which Public Funding is Prohibited,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,116,HIOS,73836AK0650002,AK,AK,6
Transplant,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,117,HIOS,73836AK0650002,AK,AK,6
Accidental Dental,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,118,HIOS,73836AK0650002,AK,AK,6
Dialysis,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,119,HIOS,73836AK0650002,AK,AK,6
Allergy Testing,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,120,HIOS,73836AK0650002,AK,AK,6
Chemotherapy,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,121,HIOS,73836AK0650002,AK,AK,6
Radiation,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,122,HIOS,73836AK0650002,AK,AK,6
Diabetes Education,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,123,HIOS,73836AK0650002,AK,AK,6
Prosthetic Devices,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,124,HIOS,73836AK0650002,AK,AK,6
Infusion Therapy,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650002-03,,125,HIOS,73836AK0650002,AK,AK,6
Treatment for Temporomandibular Joint Disorders,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,126,HIOS,73836AK0650002,AK,AK,6
Nutritional Counseling,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650002-03,,127,HIOS,73836AK0650002,AK,AK,6
Reconstructive Surgery,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650002-03,,128,HIOS,73836AK0650002,AK,AK,6
Clinical Trials,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650002-03,,129,HIOS,73836AK0650002,AK,AK,6
Diabetes Care Management,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650002-03,,130,HIOS,73836AK0650002,AK,AK,6
Inherited Metabolic Disorder - PKU,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650002-03,,131,HIOS,73836AK0650002,AK,AK,6
Newborn Hearing Screening,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650002-03,,132,HIOS,73836AK0650002,AK,AK,6
Primary Care Visit to Treat an Injury or Illness,2014,No Charge,,50%,$30,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-00,,61,HIOS,73836AK0650003,AK,AK,6
Specialist Visit,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,62,HIOS,73836AK0650003,AK,AK,6
"Other Practitioner Office Visit (Nurse, Physician Assistant)",2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,63,HIOS,73836AK0650003,AK,AK,6
"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,64,HIOS,73836AK0650003,AK,AK,6
Outpatient Surgery Physician/Surgical Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,65,HIOS,73836AK0650003,AK,AK,6
Hospice Services,2014,35%,,50%,No Charge,,No Charge,,,"Quantitative limit units apply, see EHB benchmark.",2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,66,HIOS,73836AK0650003,AK,AK,6
Non-Emergency Care When Traveling Outside the U.S.,2014,,,,,,,Additional EHB Benefit,,,2014-04-18 11:49:29,,Yes,,,,,,73836,73836,,,,73836AK0650003-00,,67,HIOS,73836AK0650003,AK,AK,6
Routine Dental Services (Adult),2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,68,HIOS,73836AK0650003,AK,AK,6
Infertility Treatment,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,69,HIOS,73836AK0650003,AK,AK,6
Long-Term/Custodial Nursing Home Care,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,70,HIOS,73836AK0650003,AK,AK,6
Private-Duty Nursing,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,71,HIOS,73836AK0650003,AK,AK,6
Routine Eye Exam (Adult),2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,72,HIOS,73836AK0650003,AK,AK,6
Urgent Care Centers or Facilities,2014,No Charge,,50%,$30,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-00,,73,HIOS,73836AK0650003,AK,AK,6
Home Health Care Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,130.0,Visit(s) per Year,,73836AK0650003-00,Yes,74,HIOS,73836AK0650003,AK,AK,6
Emergency Room Services,2014,35%,,35%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,75,HIOS,73836AK0650003,AK,AK,6
Emergency Transportation/Ambulance,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,76,HIOS,73836AK0650003,AK,AK,6
"Inpatient Hospital Services (e.g., Hospital Stay)",2014,35%,,50%,$0 Copay per Day,,$0 Copay per Day,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,77,HIOS,73836AK0650003,AK,AK,6
Inpatient Physician and Surgical Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,78,HIOS,73836AK0650003,AK,AK,6
Bariatric Surgery,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,79,HIOS,73836AK0650003,AK,AK,6
Cosmetic Surgery,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,80,HIOS,73836AK0650003,AK,AK,6
Skilled Nursing Facility,2014,35%,,50%,$0 Copay per Day,,$0 Copay per Day,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,60.0,Days per Year,,73836AK0650003-00,Yes,81,HIOS,73836AK0650003,AK,AK,6
Prenatal and Postnatal Care,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,82,HIOS,73836AK0650003,AK,AK,6
Delivery and All Inpatient Services for Maternity Care,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650003-00,,83,HIOS,73836AK0650003,AK,AK,6
Mental/Behavioral Health Outpatient Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,84,HIOS,73836AK0650003,AK,AK,6
Mental/Behavioral Health Inpatient Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,85,HIOS,73836AK0650003,AK,AK,6
Substance Abuse Disorder Outpatient Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,86,HIOS,73836AK0650003,AK,AK,6
Substance Abuse Disorder Inpatient Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,87,HIOS,73836AK0650003,AK,AK,6
Generic Drugs,2014,No Charge,,No Charge,$10,,$10,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-00,,88,HIOS,73836AK0650003,AK,AK,6
Preferred Brand Drugs,2014,45%,,45%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-00,,89,HIOS,73836AK0650003,AK,AK,6
Non-Preferred Brand Drugs,2014,45%,,45%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-00,,90,HIOS,73836AK0650003,AK,AK,6
Specialty Drugs,2014,45%,,45%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-00,,91,HIOS,73836AK0650003,AK,AK,6
Outpatient Rehabilitation Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,45.0,Visit(s) per Year,,73836AK0650003-00,Yes,92,HIOS,73836AK0650003,AK,AK,6
Habilitation Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,45.0,Visit(s) per Year,,73836AK0650003-00,Yes,93,HIOS,73836AK0650003,AK,AK,6
Chiropractic Care,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,12.0,Visit(s) per Year,,73836AK0650003-00,Yes,94,HIOS,73836AK0650003,AK,AK,6
Durable Medical Equipment,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,95,HIOS,73836AK0650003,AK,AK,6
Hearing Aids,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,96,HIOS,73836AK0650003,AK,AK,6
"Imaging (CT/PET Scans, MRIs)",2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,97,HIOS,73836AK0650003,AK,AK,6
Preventive Care/Screening/Immunization,2014,No Charge,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,Yes,No,No,73836,73836,,,,73836AK0650003-00,,98,HIOS,73836AK0650003,AK,AK,6
Routine Foot Care,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,99,HIOS,73836AK0650003,AK,AK,6
Acupuncture,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,12.0,Visit(s) per Year,,73836AK0650003-00,Yes,100,HIOS,73836AK0650003,AK,AK,6
Weight Loss Programs,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,101,HIOS,73836AK0650003,AK,AK,6
Routine Eye Exam for Children,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,1.0,Visit(s) per Year,,73836AK0650003-00,Yes,102,HIOS,73836AK0650003,AK,AK,6
Eye Glasses for Children,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,1.0,Item(s) per Year,,73836AK0650003-00,Yes,103,HIOS,73836AK0650003,AK,AK,6
Dental Check-Up for Children,2014,,,,,,,Dental Only Plan Available,,,2014-04-18 11:49:29,Not Covered,Yes,,,,,,73836,73836,,,,73836AK0650003-00,,104,HIOS,73836AK0650003,AK,AK,6
Rehabilitative Speech Therapy,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,105,HIOS,73836AK0650003,AK,AK,6
Rehabilitative Occupational and Rehabilitative Physical Therapy,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,106,HIOS,73836AK0650003,AK,AK,6
Well Baby Visits and Care,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,107,HIOS,73836AK0650003,AK,AK,6
Laboratory Outpatient and Professional Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,108,HIOS,73836AK0650003,AK,AK,6
X-rays and Diagnostic Imaging,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,109,HIOS,73836AK0650003,AK,AK,6
Basic Dental Care - Child,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,110,HIOS,73836AK0650003,AK,AK,6
Orthodontia - Child,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,111,HIOS,73836AK0650003,AK,AK,6
Major Dental Care - Child,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,112,HIOS,73836AK0650003,AK,AK,6
Basic Dental Care - Adult,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,113,HIOS,73836AK0650003,AK,AK,6
Orthodontia - Adult,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,114,HIOS,73836AK0650003,AK,AK,6
Major Dental Care - Adult,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,115,HIOS,73836AK0650003,AK,AK,6
Abortion for Which Public Funding is Prohibited,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,116,HIOS,73836AK0650003,AK,AK,6
Transplant,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,117,HIOS,73836AK0650003,AK,AK,6
Accidental Dental,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,118,HIOS,73836AK0650003,AK,AK,6
Dialysis,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,119,HIOS,73836AK0650003,AK,AK,6
Allergy Testing,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,120,HIOS,73836AK0650003,AK,AK,6
Chemotherapy,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,121,HIOS,73836AK0650003,AK,AK,6
Radiation,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,122,HIOS,73836AK0650003,AK,AK,6
Diabetes Education,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,123,HIOS,73836AK0650003,AK,AK,6
Prosthetic Devices,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,124,HIOS,73836AK0650003,AK,AK,6
Infusion Therapy,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-00,,125,HIOS,73836AK0650003,AK,AK,6
Treatment for Temporomandibular Joint Disorders,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,126,HIOS,73836AK0650003,AK,AK,6
Nutritional Counseling,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-00,,127,HIOS,73836AK0650003,AK,AK,6
Reconstructive Surgery,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650003-00,,128,HIOS,73836AK0650003,AK,AK,6
Clinical Trials,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650003-00,,129,HIOS,73836AK0650003,AK,AK,6
Diabetes Care Management,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650003-00,,130,HIOS,73836AK0650003,AK,AK,6
Inherited Metabolic Disorder - PKU,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650003-00,,131,HIOS,73836AK0650003,AK,AK,6
Newborn Hearing Screening,2014,35%,,50%,No Charge,,No Charge,Additional EHB Benefit,,,2014-04-18 11:49:29,Covered,,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650003-00,,132,HIOS,73836AK0650003,AK,AK,6
Primary Care Visit to Treat an Injury or Illness,2014,No Charge,,50%,$30,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-01,,61,HIOS,73836AK0650003,AK,AK,6
Specialist Visit,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,62,HIOS,73836AK0650003,AK,AK,6
"Other Practitioner Office Visit (Nurse, Physician Assistant)",2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,63,HIOS,73836AK0650003,AK,AK,6
"Outpatient Facility Fee (e.g.,  Ambulatory Surgery Center)",2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,64,HIOS,73836AK0650003,AK,AK,6
Outpatient Surgery Physician/Surgical Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,65,HIOS,73836AK0650003,AK,AK,6
Hospice Services,2014,35%,,50%,No Charge,,No Charge,,,"Quantitative limit units apply, see EHB benchmark.",2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,66,HIOS,73836AK0650003,AK,AK,6
Non-Emergency Care When Traveling Outside the U.S.,2014,,,,,,,Additional EHB Benefit,,,2014-04-18 11:49:29,,Yes,,,,,,73836,73836,,,,73836AK0650003-01,,67,HIOS,73836AK0650003,AK,AK,6
Routine Dental Services (Adult),2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-01,,68,HIOS,73836AK0650003,AK,AK,6
Infertility Treatment,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-01,,69,HIOS,73836AK0650003,AK,AK,6
Long-Term/Custodial Nursing Home Care,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-01,,70,HIOS,73836AK0650003,AK,AK,6
Private-Duty Nursing,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-01,,71,HIOS,73836AK0650003,AK,AK,6
Routine Eye Exam (Adult),2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-01,,72,HIOS,73836AK0650003,AK,AK,6
Urgent Care Centers or Facilities,2014,No Charge,,50%,$30,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,No,No,73836,73836,,,,73836AK0650003-01,,73,HIOS,73836AK0650003,AK,AK,6
Home Health Care Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,130.0,Visit(s) per Year,,73836AK0650003-01,Yes,74,HIOS,73836AK0650003,AK,AK,6
Emergency Room Services,2014,35%,,35%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,75,HIOS,73836AK0650003,AK,AK,6
Emergency Transportation/Ambulance,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,76,HIOS,73836AK0650003,AK,AK,6
"Inpatient Hospital Services (e.g., Hospital Stay)",2014,35%,,50%,$0 Copay per Day,,$0 Copay per Day,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,77,HIOS,73836AK0650003,AK,AK,6
Inpatient Physician and Surgical Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,78,HIOS,73836AK0650003,AK,AK,6
Bariatric Surgery,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-01,,79,HIOS,73836AK0650003,AK,AK,6
Cosmetic Surgery,2014,,,,,,,,,,2014-04-18 11:49:29,,,,,,,,73836,73836,,,,73836AK0650003-01,,80,HIOS,73836AK0650003,AK,AK,6
Skilled Nursing Facility,2014,35%,,50%,$0 Copay per Day,,$0 Copay per Day,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,60.0,Days per Year,,73836AK0650003-01,Yes,81,HIOS,73836AK0650003,AK,AK,6
Prenatal and Postnatal Care,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,82,HIOS,73836AK0650003,AK,AK,6
Delivery and All Inpatient Services for Maternity Care,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,Yes,Yes,Yes,73836,73836,,,,73836AK0650003-01,,83,HIOS,73836AK0650003,AK,AK,6
Mental/Behavioral Health Outpatient Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,84,HIOS,73836AK0650003,AK,AK,6
Mental/Behavioral Health Inpatient Services,2014,35%,,50%,No Charge,,No Charge,,,,2014-04-18 11:49:29,Covered,Yes,No,No,,Yes,Yes,73836,73836,,,,73836AK0650003-01,,85,HIOS,73836AK0650003,AK,AK,6
